species_lims_code,lims_code,description
GOOSE,GREYLAG_GOOSE,Greylag Goose
GOOSE,HAWAIIAN_GOOSE,Hawaiian Goose
GOOSE,MAGELLAN_GOOSE,Magellan Goose
GOOSE,ZZA_GOOSE_MIXED,Mixed Goose
GOOSE,ORINOCO_GOOSE,Orinoco Goose
GOOSE,PIGMY_GOOSE,Pigmy Goose
GOOSE,PINK_FOOTED_GOOSE,Pink Footed Goose
GOOSE,RED_BREASTED_GOOSE,Red Breasted Goose
GOOSE,SNOW_GOOSE,Snow Goose
GOOSE,ZZB_GOOSE_UNLIST,Unlisted Goose
GOOSE,ZZC_GOOSE_UNSPECIFIED,Unspec.Goose
GOOSE,WHITE-FRONTED_GOOSE,White-fronted Goose
GORILLA,GORILLA,Gorilla
GREATER_BIRD_OF_PARADISE,GREATER_BIRD_PARADISE,Greater Bird of Paradise
GREBE,BLACK-NECKED_GREBE,Black-necked Grebe
GREBE,GREAT_CRESTED_GREBE,Great Crested Grebe
GREBE,LITTLE_GREBE,Little Grebe
GREBE,ZZA_GREBE_MIXED,Mixed Grebe
GREBE,RED-NECKED_GREBE,Red-Necked Grebe
GREBE,SLAVONIAN_GREBE,Slavonian Grebe
GREBE,ZZB_GREBE_UNLIST,Unlisted Grebe
GREBE,ZZC_GREBE_UNSPECIFIED,Unspec.Grebe
GROUSE,BLACK_GROUSE,Black Grouse
GROUSE,CAPERCAILLIE,Capercaillie
GROUSE,ZZA_GROUSE_MIXED,Mixed Grouse
GROUSE,PTARMIGAN,Ptarmigan
GROUSE,RED_GROUSE,Red Grouse
GROUSE,SANDGROUSE,Sandgrouse
GROUSE,ZZB_GROUSE_UNLIST,Unlisted Grouse
GROUSE,ZZC_GROUSE_UNSPECIFIED,Unspec.Grouse
GUILLEMOT,BLACK_GUILLEMOT,Black Guillemot
GUILLEMOT,GUILLEMOT,Guillemot
GUILLEMOT,ZZA_GUILLEMOT_MIXED,Mixed Guillemot
GUILLEMOT,ZZB_GUILLEMOT_UNLIST,Unlisted Guillemot
GUILLEMOT,ZZC_GUILLEMOT_UNSPECIFIED,Unspec.Guillemot
GUINEA_FOWL,GUINEA_FOWL,Guinea Fowl
GUINEA_FOWL,HELMETED_GUINEA_FOWL,Helmeted Guinea Fowl
GUINEA_FOWL,VULTURINE_GUINEAFOWL,Vulturine Guineafowl
GULL,BLACK-HEADED_GULL,Black-headed Gull
GULL,COMMON_GULL,Common Gull
GULL,GLAUCOUS_GULL,Glaucous Gull
GULL,GRAY_GULL,Gray Gull
GULL,GREAT_BLACK-BACKED_GULL,Great Black-backed Gull
GULL,HERRING_GULL,Herring Gull
GULL,KITTIWAKE,Kittiwake
GULL,LESSER_BLACK-BACKED_GULL,Lesser Black-Backed Gull
GULL,LITTLE_GULL,Little Gull
GULL,MEDITERRANEAN_GULL,Mediterranean Gull
GULL,ZZA_GULL_MIXED,Mixed Gull
GULL,OTHER_GULL,Other Gull
GULL,STONE-CURLEW,Stone-curlew
GULL,ZZB_GULL_UNLIST,Unlisted Gull
GULL,ZZC_GULL_UNSPECIFIED,Unspec.Gull
GULL,YELLOW_LEGGED_GULL,Yellow-legged Gull
HARE,BROWN_HARE,Brown Hare
HARE,MOUNTAIN_HARE,Mountain Hare
HARRIER,HEN_HARRIER,Hen Harrier
HARRIER,MARSH_HARRIER,Marsh Harrier
HARRIER,ZZA_HARRIER_MIXED,Mixed Harrier
HARRIER,MONTAGUS_HARRIER,Montagu's Harrier
HARRIER,ZZB_HARRIER_UNLIST,Unlisted Harrier
HARRIER,ZZC_HARRIER_UNSPECIFIED,Unspec.Harrier
HAWK,GOSHAWK,Goshawk
HAWK,HARRIS-HAWK,Harris Hawk
HAWK,ZZA_HAWK_MIXED,Mixed Hawk
HAWK,SPARROW_HAWK,Sparrow Hawk
HAWK,ZZB_HAWK_UNLIST,Unlisted Hawk
HAWK,ZZC_HAWK_UNSPECIFIED,Unspec.Hawk
HEDGEHOG,HEDGEHOG,Hedgehog
HERON,GREAT_BLUE_HERON,Great Blue Heron
HERON,GREY_HERON,Grey Heron
HERON,ZZA_HERON_MIXED,Mixed Heron
HERON,NIGHT_HERON,Night Heron
HERON,PURPLE_HERON,Purple Heron
HERON,ZZB_HERON_UNLIST,Unlisted Heron
HERON,ZZC_HERON_UNSPECIFIED,Uspecified Heron
HORNBILL,NORTHERN_PIED_HORNBILL,Northern Pied Hornbill
HORNBILL,SOUTHERN_HORNBILL,Southern Ground Hornbill
HORNBILL,TARICTIC_HORNBILL,Tarictic Hornbill
HORNBILL,VON_DER_DECKENS_HORNBILL,Von der Decken's Hornbill
HORSE,ABTENAU_HORSE,Abtenau Horse
HORSE,AKHAL_TEKKE_HORSE,Akhal Tekke Horse
HORSE,AMERICAN_QUARTER_HORSE,American Quarter Horse
HORSE,AMERICAN_SADDLE_HORSE,American Saddle Horse
HORSE,AMERICAN_SHETTY_HORSE,American Shetty Horse
HORSE,AMERICAN_WHITE_HORSE,American White Horse
HORSE,ANGLO_ARAB_HORSE,Anglo Arab Horse
HORSE,APPALOOSA_HORSE,Appaloosa Horse
HORSE,ARAB_THOROUGHBRED_HORSE,Arab Thoroughbred Horse
HORSE,ARABIAN_HORSE,Arabian Horse
HORSE,ARGENTINIAN_POLO_PONY,Argentinian Polo Pony
HORSE,BASHKIR_CURLY_HORSE,Bashkir Curly Horse
HORSE,BELGIAN_COLDBLOOD_HORSE,Belgian Coldblood Horse
HORSE,BERBER_HORSE,Berber Horse
HORSE,BLACK_FOREST_FOX_HORSE,Black Forest Fox Horse
HORSE,BUCKSKIN_HORSE,Buckskin Horse
HORSE,BUDYONNY_HORSE,Budyonny Horse
HORSE,CAMARGUE_HORSE,Camargue Horse
HORSE,CHICKASAW_HORSE,Chickasaw Horse
HORSE,CLEVELAND_BAY,Cleveland Bay Horse
HORSE,CLYDESDALE,Clydesdale Horse
HORSE,COB_HORSE,Cob Horse
HORSE,CONNEMARA_PONY,Connemara Pony
HORSE,DARTMOOR_PONY,Dartmoor Pony
HORSE,DELMENER_HORSE,Delmener Horse
HORSE,DON_HORSE,Don Horse
HORSE,EAST_FRIESIAN_HORSE,East Friesian Horse
HORSE,EINSIEDLER_HORSE,Einsiedler Horse
HORSE,ENGLISH_THOROUGHBRED_HORSE,English Thoroughbred Horse
HORSE,EXMOOR_PONY,Exmoor Pony
HORSE,FALABELLA_ARGENTIN_DWARF_PONY,Falabella Argentinian Dwarf Pony
HORSE,FELL_PONY,Fell Pony
HORSE,FJORD_HORSE,Fjord Horse
HORSE,FOX_TROT_HORSE,Fox Trot Horse
HORSE,FREIBERGER_HORSE,Freiberger Horse
HORSE,FRIESIAN_HORSE,Friesian Horse
HORSE,GALICENO_HORSE,Galiceno Horse
HORSE,GERMAN_RIDING_HORSE,German Riding Horse
HORSE,GERMAN_RIDING_PONY,German Riding Pony
HORSE,GYPSY_COB_HORSE,Gypsy Horse
HORSE,HAFLINGER_HORSE,Haflinger Horse
HORSE,HANOVERIAN,Hanoverian Horse
HORSE,HIGHLAND_PONY,Highland Pony
HORSE,ICELANDIC_PONY,Icelandic Pony
HORSE,IRISH_DRAFT_HORSE,Irish Draft Horse
HORSE,KABARDIN_HORSE,Kabardin Horse
HORSE,KARABAI_HORSE,Karabai Horse
HORSE,KARABAKH_HORSE,Karabakh Horse
HORSE,KLADRUBER_HORSE,Kladruber Horse
HORSE,KNABSTRUPPER_HORSE,Knabstrupper Horse
HORSE,KNAPSTRUPER_HORSE,Knapstruper Horse
HORSE,LIPIZZANER_HORSE,Lipizzaner Horse
HORSE,LUSITANO,Lusitano
HORSE,ZZA_EQ_HORSE_MIXED,Mixed Horse
HORSE,MORAB_HORSE,Morab Horse
HORSE,MORGAN_HORSE,Morgan Horse
HORSE,MURRAY_GREY_HORSE,Murray Gray Horse
HORSE,MUSTANG_HORSE,Mustang Horse
HORSE,NEW_FOREST_PONY,New Forest Pony
HORSE,NEW_TARPAN_HORSE,New Tarpan Horse
HORSE,NORDKIRCHNER_HORSE,Nordkirchner Horse
HORSE,NORIKER_HORSE,Noriker Horse
HORSE,OLD_WERTTEMBERG_HORSE,Old Werttemberg Horse
HORSE,OLDENBURG_HORSE,Oldenburg Horse
HORSE,ORLOV_TROTTER_HORSE,Orlov Trotter Horse
HORSE,PAINT_HORSE,Paint Horse
HORSE,PALAMINO_HORSE,Palamino Horse
HORSE,PART_BRED_ARAB,Part Bred Arab Horse
HORSE,PASO_HORSE,Paso Horse
HORSE,PERCHERON_HORSE,Percheron Horse
HORSE,PERUVIAN_PASO_HORSE,Peruvian Paso Horse
HORSE,PINTO_HORSE,Pinto Horse
HORSE,POLISH_KONIK_HORSE,Polish Konik Horse
HORSE,POLO_PONY,Polo Pony
HORSE,PRZEWALSKIS_HORSE,Przewalski's Horse
HORSE,QUARTER_HORSE,Quarter Horse
HORSE,RACKING_HORSE,Racking Horse
HORSE,RHINELAND_W_HEAVY_DRAFT_HORSE,Rhineland Westphalian Heavy Draught Horse
HORSE,ROTTAL_HORSE,Rottal Horse
HORSE,SCHLESWIG_HEAVY_DRAUGHT_HORSE,Schleswig Heavy Draught Horse
HORSE,SENNE_HORSE,Senne Horse
HORSE,SHAGYA_HORSE,Shagya Horse
HORSE,SHETLAND_PONY,Shetland Pony
HORSE,SHIRE_HORSE,Shire Horse
HORSE,SOUTH_GERMAN_COLDBLOOD_HORSE,South German Coldblood Horse
HORSE,SPANISH_BARB_HORSE,Spanish Barb Horse
HORSE,TERSK_HORSE,Tersk Horse
HORSE,THOROUGHBRED_HORSE,Thoroughbred Horse
HORSE,TRAKEHNER_HORSE,Trakehner Horse
HORSE,TROTTER_HORSE,Trotter Horse
HORSE,ZZB_EQ_HORSE_UNLIST,Unlisted Horse
HORSE,ZZC_EQ_HORSE_UNSPECIFIED,Unspec.Horse
HORSE,WARMBLOOD_HORSE,Warmblood Horse
HORSE,WELSH_COB_HORSE,Welsh Cob Horse
HORSE,WELSH_MOUNTAIN_PONY,Welsh Mountain Pony
HORSE,WELSH_PONY,Welsh Pony
HORSE,WELSH-SECTION-B,Welsh Section B
HUMAN,HUMAN,Human
HUMMINGBIRD,HUMMINGBIRD,Hummingbird
IBIS,IBIS_SCARLET,Scarlet Ibis
KANGAROO,KANGAROO_RED,Red Kangaroo
KINGFISHER,KINGFISHER,Kingfisher
KITE,RED_KITE,Red Kite
KNOT,KNOT,Knot
LAPWING,LAPWING,Lapwing
LARK,ZZA_LARK_MIXED,Mixed Lark
LARK,SHORE_LARK,Shore Lark
LARK,SKYLARK,Skylark
LARK,ZZB_LARK_UNLIST,Unlisted Lark
LARK,ZZC_LARK_UNSPECIFIED,Unspec.Lark
LARK,WOODLARK,Woodlark
LINNET,LINNET,Linnet
LIZARD,COMMON_LIZARD,Common Lizard
LIZARD,GLASS_LIZARD,Glass Lizard
LIZARD,GREEN_LIZARD,Green Lizard
LIZARD,MONITOR_LIZARD,Monitor Lizard
LIZARD,OTHER_LIZARD,Other Lizard
LIZARD,SAND_LIZARD,Sand Lizard
LIZARD,SLOW_WORM,Slow Worm
LIZARD,UROMASTYX_LIZARD,Uromastyx Lizard
LIZARD,WALL_LIZARD,Wall Lizard
LLAMA,GUANACO,Guanaco
LLAMA,LLAMA,Llama
LORIKEET,LORIKEET,Lorikeet
LORY,BLACK_WINGED_LORY,Black Winged Lory
LORY,BLUE_STREAKED_LORY,Blue Streaked Lory
LORY,BLUE_THIGHED_LORY,Blue Thighed Lory
LORY,CHATTERING_LORY,Chattering Lory
LORY,EDWARDS_LORIKEET_LORY,Edwards Lorikeet Lory
LORY,FAIRY_LORIKEET_LORY,Fairy Lorikeet Lory
LORY,GREEN_NAPED_LORY,Green Naped Lory
LORY,ZZA_LORY_MIXED,Mixed Lory
LORY,MUSSCHENBROEK_LORY,Musschenbroek Lory
LORY,ORNATE_LORIKEET_LORY,Ornate Lorikeet Lory
LORY,PERFECT_LORIKEET_LORY,Perfect Lorikeet Lory
LORY,RED_FLANKED_LORIKEET_LORY,Red Flanked Lorikeet Lory
LORY,RED_SPOTTED_LORIKEET_LORY,Red Spotted Lorikeet Lory
LORY,STELLARS_LORIKEET_LORY,Stellars Lorikeet Lory
LORY,ZZB_LORY_UNLIST,Unlisted Lory
LORY,ZZC_LORY_UNSPECIFIED,Unspec.Lory
LOVEBIRD,ABYSSINIAN_LOVEBIRD,Abyssinian Lovebird
LOVEBIRD,BLUE_CHEEKED_LOVEBIRD,Blue Cheeked Lovebird
LOVEBIRD,FISCHERS_LOVEBIRD,Fischers Lovebird
LOVEBIRD,MADAGASCAN_LOVEBIRD,Madagascan Lovebird
LOVEBIRD,ZZA_LOVEBIRD_MIXED,Mixed Lovebird
LOVEBIRD,PEACH_FACED_LOVEBIRD,Peach Faced Lovebird
LOVEBIRD,ZZB_LOVEBIRD_UNLIST,Unlisted Lovebird
LOVEBIRD,ZZC_LOVEBIRD_UNSPECIFIED,Unspec.Lovebird
MACAW,BLUE_AND_GOLD_MACAW,Blue And Gold Macaw
MACAW,BLUE_AND_YELLOW_MACAW,Blue And Yellow Macaw
MACAW,BLUE_HEADED_MACAW,Blue Headed Macaw
MACAW,BRAZILIAN_GREEN_MACAW,Brazilian Green Macaw
MACAW,BUFFONS_MACAW,Buffon's Macaw
MACAW,BUFFOONS_MACAW,Buffoon's Macaw
MACAW,CASSINS_MACAW,Cassin's Macaw
MACAW,COULONS_MACAW,Coulon's Macaw
MACAW,DWARF_MACAW,Dwarf Macaw
MACAW,GLAUCUS_MACAW,Glaucus Macaw
MACAW,GOLDEN_NAPED_MACAW,Golden Naped Macaw
MACAW,GRAND_MILITARY_MACAW,Grand Military Macaw
MACAW,GREEN_WINGED_MACAW,Green Winged Macaw
MACAW,HAHNS_MACAW,Hahn's Macaw
MACAW,HARRIS_MACAW,Harris Macaw
MACAW,HYACINTHINE_MACAW,Hyacinthine Macaw
MACAW,ILLIGERS_MACAW,Illiger's Macaw
MACAW,LAFRESNAYES_MACAW,Lafresnaye's Macaw
MACAW,LEARS_MACAW,Lear's Macaw
MACAW,MILITARY_MACAW,Military Macaw
MACAW,ZZA_MACAW_MIXED,Mixed Macaw
MACAW,NOBLE_MACAW,Noble Macaw
MACAW,RED_AND_BLUE_MACAW,Red And Blue Macaw
MACAW,RED_AND_GREEN_MACAW,Red And Green Macaw
MACAW,RED_AND_YELLOW_MACAW,Red And Yellow Macaw
MACAW,RED_BELLIED_MACAW,Red Bellied Macaw
MACAW,RED_CHEEKED_MACAW,Red Cheeked Macaw
MACAW,RED_FRONTED_MACAW,Red Fronted Macaw
MACAW,RED_SHOULDERED_MACAW,Red Shouldered Macaw
MACAW,SCARLET_MACAW,Scarlet Macaw
MACAW,SEVERE_MACAW,Severe Macaw
MACAW,SPIXS_MACAW,Spix's Macaw
MACAW,ZZB_MACAW_UNLIST,Unlisted Macaw
MACAW,ZZC_MACAW_UNSPECIFIED,Unspec.Macaw
MACAW,WAGLERS_MACAW,Wagler's Macaw
MACAW,YELLOW_COLLARED_MACAW,Yellow Collared Macaw
MAMMAL_FARMED,MAM_FARMED,Mammal Farmed
MARTIN,HOUSE_MARTIN,House Martin
MARTIN,ZZA_MARTIN_MIXED,Mixed Martin
MARTIN,SAND_MARTIN,Sand Martin
MARTIN,ZZB_MARTIN_UNLIST,Unlisted Martin
MARTIN,ZZC_MARTIN_UNSPECIFIED,Unspec.Martin
MINK,MINK,Mink
MIXED_AVIAN_SPECIES,MIXED_AVIAN_SPECIES,Mixed Avian
MIXED_SPECIES_SUBMISSION,MIXED,Mixed Breed Submission
MIXED_SPECIES_SUBMISSION,MIXED_SPECIES,Mixed Species Submission
MOLE,MOLE,Mole
MONKEY,HOWLER_MONKEY,Howler Monkey
MONKEY,MACAQUE_MONKEY,Macaque Monkey
MOORHEN,MOORHEN,Common Moorhen
MOUSE,HARVEST_MOUSE,Harvest Mouse
MOUSE,HOUSE_MOUSE,House Mouse
MOUSE,WOOD_MOUSE,Wood Mouse
MOUSE,YELLOW_NECKED_MOUSE,Yellow Necked Mouse
MULE,EQ_MULE,Mule
MYNAH,CRESTED_MYNA,Crested Myna
MYNAH,HILL_MYNAH,Hill Mynah
MYNAH,ZZC_MYNAH_UNSPECIFIED,Unspec.Mynah
NEWT,ALPINE_NEWT,Alpine Newt
NEWT,GREAT_CRESTED_NEWT,Great Crested Newt
NEWT,PALMATE_NEWT,Palmate Newt
NEWT,SMOOTH_NEWT,Smooth Newt
NIGHTINGALE,NIGHTINGALE,Nightingale
NIGHTJAR,NIGHTJAR,Nightjar
NONE,NONE,None
NUTHATCH,ZZA_NUTHATCH_MIXED,Mixed Nuthatch
NUTHATCH,NUTHATCH,Nuthatch
NUTHATCH,TREECREEPER,Treecreeper
NUTHATCH,ZZB_NUTHATCH_UNLIST,Unlisted Nuthatch
NUTHATCH,ZZC_NUTHATCH_UNSPECIFIED,Unspec.Nuthatch
ORIOLE,GOLDEN_ORIOLE,Golden Oriole
ORYX,SCIMITAR-HORNED_ORYX,Scimiter-horned Oryx
OSTRICH,OSTRICH,Ostrich
OTHER,GUINEA_PIG,Guinea Pig
OTHER,MISCELLANEOUS,Miscellaneous
OTHER,ZZA_OTHER_MIXED,Mixed Other
OTHER,ZZB_OTHER_UNLIST,Unlisted Other
OTHER,ZZC_OTHER_UNSPECIFIED,Unspec.Other
OTHER_BIRDS,BLACK_BULBIL,Black Bulbil
OTHER_BIRDS,GOLDEN_FRONTED_LEAFBIRD,Golden Fronted Leafbird
OTHER_BIRDS,ZZA_OTHER_BIRDS_MIXED,Mixed Other Birds
OTHER_BIRDS,OTHER_PASSERINE,Other Passerine
OTHER_BIRDS,OTHER_WADING,Other Wading
OTHER_BIRDS,OTHER_WARBLER,Other Warbler
OTHER_BIRDS,ZZB_OTHER_BIRDS_UNLIST,Unlisted Other Birds
OTHER_BIRDS,ZZC_OTHER_BIRDS_UNSPECIFIED,Unspec.Other Birds
OTHER_CARNIVORE,AFRICAN_LION,African Lion
OTHER_CARNIVORE,CHEETAH,Cheetah
OTHER_CARNIVORE,FERRET,Ferret
OTHER_CARNIVORE,LEOPARD,Leopard
OTHER_CARNIVORE,ZZA_OTHER_CARNIVORE_MIXED,Mixed Other Carnivore
OTHER_CARNIVORE,SIBERIAN_TIGER,Siberian Tiger
OTHER_CARNIVORE,TIGER,Tiger
OTHER_CARNIVORE,ZZB_OTHER_CARNIVORE_UNLIST,Unlisted Other Carnivore
OTHER_CARNIVORE,ZZC_OTHER_CARNIVORE_UNSPECIFIE,Unspec.Other Carnivore
OTHER_ENVIRONMENT,OTH_ENVIRONMENT,Other Environment
OTHER_FISH,OTH_FISH,Other Fish
OTHER_MAMMAL,OTHER_MAMMAL,Other Mammal
OTHER_RUMINANT,ADDAX,Addax
OTHER_RUMINANT,ARABIAN_GAZELLE,Arabian Gazelle
OTHER_RUMINANT,ARABIAN_ORYX,Arabian Oryx
OTHER_RUMINANT,BARASINGHA,Barasingha
OTHER_RUMINANT,BONGO,Bongo
OTHER_RUMINANT,CHITAL,Chital
OTHER_RUMINANT,DAMA_GAZELLE,Dama Gazelle
OTHER_RUMINANT,GEMSBOK,Gemsbok
OTHER_RUMINANT,ZZA_OTHER_RUMINANT_MIXED,Mixed Other Ruminant
OTHER_RUMINANT,OKAPI,Okapi
OTHER_RUMINANT,PUDU,Pudu
OTHER_RUMINANT,SITATUNGA,Sitatunga
OTHER_RUMINANT,ZZB_OTHER_RUMINANT_UNLIST,Unlisted Other Ruminant
OTHER_RUMINANT,ZZC_OTHER_RUMINANT_UNSPECIFIED,Unspec.Other Ruminant
OTHER_RUMINANT,WATERBUCK,Waterbuck
OTHER_VEGETABLE/MINERAL,OTHER_VEG_MINERAL,Other Vegetable/Mineral
OTTER,OTTER,Otter
OWL,BARN_OWL,Barn Owl
OWL,EAGLE_OWL,Eagle Owl
OWL,LITTLE_OWL,Little owl
OWL,LONG-EARED_OWL,Long-eared Owl
OWL,MALAY_FISH_OWL,Malay Fish Owl
OWL,ZZA_OWL_MIXED,Mixed Owl
OWL,SHORT-EARED_OWL,Short-eared Owl
OWL,SNOWY_OWL,Snowy Owl
OWL,TAWNY_OWL,Tawny Owl
OWL,ZZB_OWL_UNLIST,Unlisted Owl
OWL,ZZC_OWL_UNSPECIFIED,Unspec.Owl
OYSTER_CATCHER,OYSTERCATCHER,Oystercatcher
PARAKEET,ALEXANDRINE_PARAKEET,Alexandrine Parakeet
PARAKEET,BARNARDS_PARAKEET,Barnards Parakeet
PARAKEET,BARRABAND_PARAKEET,Barraband Parakeet
PARAKEET,BLOSSOM_HEADED_PARAKEET,Blossom Headed Parakeet
PARAKEET,BLUE_BONNET_PARAKEET,Blue Bonnet Parakeet
PARAKEET,BLUE_RING_NECKED_PARAKEET,Blue Ring-Necked Parakeet
PARAKEET,BLUE_WINGED_PARAKEET,Blue Winged Parakeet
PARAKEET,BLYTHS_NICOCAR_PARAKEET,Blyth's Nicocar Parakeet
PARAKEET,BOURKES_PARAKEET,Bourke's Parakeet
PARAKEET,BUDGERIGAR_PARAKEET,Budgerigar Parakeet
PARAKEET,CHATHAM_ISL_YELL_FRONT_PARROT,Chatham Island Yellow Fronted Parakeet
PARAKEET,CINNAMON_SPLENDID_PARAKEET,Cinnamon Splendid Parakeet
PARAKEET,CLONCURRY_PARAKEET,Cloncurry Parakeet
PARAKEET,CRIMSON_ROSELLA_PARAKEET,Crimson Rosella Parakeet
PARAKEET,ELEGANT_GRASS_PARAKEET,Elegant Grass Parakeet
PARAKEET,ELEGANT_PARAKEET,Elegant Parakeet
PARAKEET,GOLD_MANTLED_ROSELLA_PARAKEET,Gold Mantled Rosella Parakeet
PARAKEET,GOLDEN_WINGED_PARAKEET,Golden Winged Parakeet
PARAKEET,GRASS_PARAKEET,Grass Parakeet
PARAKEET,GREEN_PARAKEET,Green Parakeet
PARAKEET,GREEN_RUMPED_PARROTLET_PARAKEE,Green Rumped Parrotlet Parakeet
PARAKEET,KAKARIKI_PARAKEET,Kakariki Parakeet
PARAKEET,KORO_ISLAND_PARAKEET,Koro Island Parakeet
PARAKEET,LAYARDS_PARAKEET,Layard's Parakeet
PARAKEET,LINEOLATED_PARAKEET,Lineolated Parakeet
PARAKEET,LITTLE_MALAY_PARAKEET,Little Malay Parakeet
PARAKEET,LONG_TAIL_BLYTH_NICAB_PARAKEET,Long Tailed Blyth's Nicabar Parakeet
PARAKEET,LONG_TAILED_PARAKEET,Long Tailed Parakeet
PARAKEET,LORD_DERBYS_PARAKEET,Lord Derby's Parakeet
PARAKEET,MALABAR_PARAKEET,Malabar Parakeet
PARAKEET,MALACCAN_RED_CHEEKED_PARAKEET,Malaccan Red Cheeked Parakeet
PARAKEET,MALAYAN_PARAKEET,Malayan Parakeet
PARAKEET,MALLEE_RINGNECK_PARAKEET,Mallee Ringneck Parakeet
PARAKEET,MANY_COLOURED_PARAKEET,Many Coloured Parakeet
PARAKEET,MASKED_PARAKEET,Masked Parakeet
PARAKEET,MEALY_ROSELLA_PARAKEET,Mealy Rosella Parakeet
PARAKEET,MIXED_PARAKEET,Mixed Parakeet
PARAKEET,ZZA_PARAKEET_MIXED,Mixed Parakeet
PARAKEET,MONK_PARAKEET,Monk Parakeet
PARAKEET,MOUNT_RORAIMA_PARAKEET,Mount Roraima Parakeet
PARAKEET,MOUNTAIN_LOWRY_PARAKEET,Mountain Lowry Parakeet
PARAKEET,MOUNTAIN_PARAKEET,Mountain Parakeet
PARAKEET,MOUSTACHE_PARAKEET,Moustache Parakeet
PARAKEET,MUSK_MAROON_PARAKEET,Musk Maroon Parakeet
PARAKEET,NARETHA_PARAKEET,Naretha Parakeet
PARAKEET,NEW_ZEALAND_PARAKEET,New Zealand Parakeet
PARAKEET,NIGHT_PARAKEET,Night Parakeet
PARAKEET,NORFOLK_ISLAND_PARAKEET,Norfolk Island Parakeet
PARAKEET,NORTH_PARAKEET,North Parakeet
PARAKEET,ORANGE_CHINNED_PARAKEET,Orange Chinned Parakeet
PARAKEET,ORANGE_FLANKED_PARAKEET,Orange Flanked Parakeet
PARAKEET,ORANGE_FRONTED_PARAKEET,Orange Fronted Parakeet
PARAKEET,ORANGE_WINGED_PARAKEET,Orange Winged Parakeet
PARAKEET,PARADISE_PARAKEET,Paradise Parakeet
PARAKEET,PARROTLET_PARAKEET,Parrotlet Parakeet
PARAKEET,PENNANTS_PARAKEET,Pennant's Parakeet
PARAKEET,PILEATED_PARAKEET,Pileated Parakeet
PARAKEET,PLUM_HEADED_PARAKEET,Plum Headed Parakeet
PARAKEET,PORT_LINCOLN_PARAKEET,Port Lincoln Parakeet
PARAKEET,PORT_STANLEY_PARAKEET,Port Stanley Parakeet
PARAKEET,PRINCESS_OF_WALES_PARAKEET,Princess Of Wales Parakeet
PARAKEET,QUAKER_PARAKEET,Quaker Parakeet
PARAKEET,RED_CAPPED_PARAKEET,Red Capped Parakeet
PARAKEET,RED_FRONTED_PARAKEET,Red Fronted Parakeet
PARAKEET,RED_RUMPED_PARAKEET,Red Rumped Parakeet
PARAKEET,RED_SHINING_PARAKEET,Red Shining Parakeet
PARAKEET,RING_NECKED_PARAKEET,Ring Necked Parakeet
PARAKEET,RINGED-NECKED_PARAKEET,Ringed-necked parakeet
PARAKEET,ROCK_PEBBLER_PARAKEET,Rock Pebbler Parakeet
PARAKEET,ROSE_RINGED_PARAKEET,Rose Ringed Parakeet
PARAKEET,ROSELLA_PARAKEET,Rosella Parakeet
PARAKEET,ROSY_HEADED_PARAKEET,Rosy Headed Parakeet
PARAKEET,RUFOUS_FRONTED_PARAKEET,Rufous Fronted Parakeet
PARAKEET,SIERRA_PARAKEET,Sierra Parakeet
PARAKEET,SILVER_CRESTED_PARAKEET,Silver Crested Cockatoo
PARAKEET,SLENDER_BILLED_PARAKEET,Slender Billed Parakeet
PARAKEET,SLIGHT_BILLED_PARAKEET,Slight Billed Parakeet
PARAKEET,SPINIFEX_PARAKEET,Spinifex Parakeet
PARAKEET,SPLENDID_GRASS_PARAKEET,Splendid Grass Parakeet
PARAKEET,SPLENDID_PARAKEET,Splendid Parakeet
PARAKEET,STANLEY_PARAKEET,Stanley Parakeet
PARAKEET,SUPERB_PARAKEET,Superb Parakeet
PARAKEET,SWAINSONS_PARAKEET,Swainsons Parakeet
PARAKEET,SWAMP_PARAKEET,Swamp Parakeet
PARAKEET,SWIFT_PARAKEET,Swift Parakeet
PARAKEET,TABUAN_PARAKEET,Tabuan Parakeet
PARAKEET,TAHITI_PARAKEET,Tahiti Parakeet
PARAKEET,TASMANIAN_ROSELLA_PARAKEET,Tasmanian Rosella Parakeet
PARAKEET,TAVINI_PARAKEET,Tavini Parakeet
PARAKEET,TEPUI_PARAKEET,Tepui Parakeet
PARAKEET,THICK_BILL_PARAKEET,Thick Billed Parakeet
PARAKEET,TOVI_PARAKEET,Tovi Parakeet
PARAKEET,TUI_PARAKEET,Tui Parakeet
PARAKEET,TURQUOISINE_PARAKEET,Turquoisine Parakeet
PARAKEET,TWENTY_EIGHT_PARROT_PARAKEET,Twenty Eight Parrot Parakeet
PARAKEET,TYTLERS_PARAKEET,Tytler's Parakeet
PARAKEET,UNIFORM_PARAKEET,Uniform Parakeet
PARAKEET,ZZB_PARAKEET_UNLIST,Unlisted Parakeet
PARAKEET,ZZC_PARAKEET_UNSPECIFIED,Unspec.Parakeet
PARAKEET,WHITE_WINGED_PARAKEET,White Winged Parakeet
PARAKEET,YELLOW_BELLIED_PARAKEET,Yellow Bellied Parakeet
PARAKEET,YELLOW_COLLARED_PARAKEET,Yellow Collared Parakeet
PARAKEET,YELLOW_FACED_PARAKEET,Yellow Faced Parakeet
PARAKEET,YELLOW_FRONTED_PARAKEET,Yellow Fronted Parakeet
PARAKEET,YELLOW_NAPED_PARAKEET,Yellow Naped Parakeet
